Close,High,Low,Open,Volume,LogClose,EWMA_LogClose,RSI,MACD,MACD_signal,ADX,CCI,BB_upper,BB_middle,BB_lower,Target
-2.875011148837243,-2.8929875101422664,-2.8624658054283727,-2.9034569165357755,-0.3742748945034367,0.46810625225919694,-0.19752604139377344,-0.382274501589375,-0.7503394572628712,-0.8300820886194525,-0.26414511266684276,-0.2600518295343323,-2.882873176334018,-2.7919664299958953,-2.6525757274179367,1
-2.8101445303196377,-2.8413998890261873,-2.8339226192533804,-2.871062126539235,-0.27332810338917013,1.0376388022994507,0.423956346638386,0.024129952134028628,-0.652333402863158,-0.8021353958239303,-0.36496324598472535,0.1967605672592121,-2.8867659215601966,-2.7932809372150045,-2.651374345727605,0
-2.8425767902747507,-2.8165599894606532,-2.8015746263612624,-2.8024574714219943,-0.2208780464715956,-0.5784074735920809,0.02105148757754754,-0.18146633672641155,-0.6044081554472736,-0.7696156014193419,-0.43363160539832973,0.23965519354450648,-2.889918599882005,-2.794783190940254,-2.6512538890488893,1
-2.8025128492052316,-2.8452203097162583,-2.8129913299675358,-2.834854548176854,-0.21709646375195432,0.6250583806414584,0.37011237776149275,0.06349960115869595,-0.5209549277775002,-0.7259036979823378,-0.5120624056980845,0.19542871110449808,-2.8856649056985697,-2.7929053503106815,-2.6517067506080916,0
-2.8215910980788017,-2.8280237354252913,-2.807281931580904,-2.8024574714219943,-0.38689283055617857,-0.3565231751048668,0.10213188553741996,-0.06469982250757347,-0.4720561094982829,-0.6805652915680444,-0.5663617495995829,0.1684777496720038,-2.882369850916596,-2.7882107487367462,-2.645746278334986,1
-2.8082372777797473,-2.8452203097162583,-2.790155449012185,-2.8253263885261166,-0.40463984779983997,0.18162184621390573,0.1863690475754029,0.022001674757958854,-0.4170956757273942,-0.6326403309359235,-0.6167825689366886,0.16909138307026372,-2.8785764250942685,-2.7826712127715387,-2.638621547811622,1
-2.8044202925276105,-2.843310003836822,-2.7844481437925435,-2.804365008984074,-0.3185766396777685,0.02334444199845774,0.16602774821392113,0.04786860646085865,-0.36791959413031927,-0.5838726857069616,-0.6613090325173596,0.19797389788952746,-2.874903305313408,-2.777319301252828,-2.6317460351997912,1
-2.7910662814460676,-2.79745310929025,-2.7673218515117313,-2.8005524111814264,-0.38634458362913887,0.1814710905526255,0.2385624600459805,0.14204967945434074,-0.3139284739894997,-0.533409874782954,-0.6498091907140724,0.49933532716756956,-2.8695234625334716,-2.7725308264258204,-2.6276174539068937,1
-2.724292410388572,-2.763059769639515,-2.7673218515117313,-2.787213749923168,-0.04542416770340148,1.0655200038216686,0.7964799981622901,0.573920343541243,-0.201286012215044,-0.4691540471495021,-0.60387661781397,1.0738844114746833,-2.8535498437347897,-2.7653011775587726,-2.628971482243919,0
-2.756724670343685,-2.7592393489494436,-2.7273617714425584,-2.722421883171768,-0.17831955308705644,-0.5765418678019341,0.3268956989008538,0.2980203947417338,-0.14703363526796082,-0.4062452913878576,-0.5573715210286909,1.0902780539897663,-2.845476591701768,-2.758916481861405,-2.6243364744172024,1
-2.726199853710951,-2.751596214743678,-2.7254594632279496,-2.7510063621239795,0.18588319243004434,0.46505786294100865,0.5301141645029649,0.4911640347688516,-0.07374502975365388,-0.3403776039713218,-0.5061227610351838,1.0641387315595534,-2.833573731070191,-2.7512173822261685,-2.6208420338691845,0
-2.726199853710951,-2.7573290430700075,-2.714040285878872,-2.722421883171768,-0.03407446550598034,-0.039973067577713864,0.4115650147020926,0.4911640347688527,-0.018087296519915072,-0.27588135776563016,-0.4585346267554988,0.9628487413843758,-2.82660077252987,-2.7415464560378453,-2.6087422953912123,0
-2.7281072970333295,-2.7535063295543134,-2.696916277052957,-2.7205166323680072,-0.1806149242574937,-0.07151336381469944,0.29678269288909886,0.47251694978318737,0.02114128952384871,-0.21596602797970993,-0.4098095757156482,0.8733475344204813,-2.8176239471202926,-2.7366640046765296,-2.607906797430955,0
-2.7738954758948764,-2.764972368344574,-2.7520978674455288,-2.7243271339755286,-0.12601976867056805,-0.7978271398248536,-0.20674427636678544,0.0398382280390735,0.0014663579068784217,-0.17220578883840476,-0.47752839024466376,0.3001594085819835,-2.8165283325576085,-2.736006807402196,-2.6076854205695885,1
-2.7090290481597594,-2.749685908864242,-2.729264269945075,-2.7624397725784773,-0.013954463822089886,1.0332378650334537,0.41393218821393774,0.5043132017021534,0.050817499411848675,-0.12673279974512094,-0.5186724514776195,0.6997439432178798,-2.8295339920829643,-2.7388235683465547,-2.6006035760715545,0
-2.7185681725965445,-2.7363120480889696,-2.6759827043122155,-2.7128937235210304,1.0381396458979117,-0.19762117265178133,0.2275993218332873,0.4146416212820583,0.0763917635966959,-0.08493144367350135,-0.5380129539342102,0.8685718948604749,-2.819270101126188,-2.733565642751358,-2.600280501947725,0
-2.7738954758948764,-2.749685908864242,-2.729264269945075,-2.7167040345653595,1.11579419934382,-0.9555358951148141,-0.35229076943695564,-0.0723750839401825,0.03547983675344126,-0.06016564024148944,-0.6534443291163742,0.1724945488927973,-2.8166499471883157,-2.7308427550600674,-2.597508594523766,0
-2.8731014161249964,-2.8050962434960156,-2.8377274259705056,-2.8272316393298773,0.3506726776596169,-1.6867829000431867,-1.2391426181759515,-0.7580818899989225,-0.10263862709548333,-0.06964070492916738,-0.6402783651353812,-1.2847690513380992,-2.822326703358396,-2.728119857979575,-2.586718487440329,1
-2.840669346952372,-2.8184702953400897,-2.832020120750864,-2.8653442779328264,-0.2586129577058849,0.4991246134881075,-0.7319775232440772,-0.5009721558555453,-0.1785925314470165,-0.09332661006830197,-0.6280528271530303,-1.1010184407545092,-2.8341524783501537,-2.7229557962482485,-2.565230675607884,0
-2.8463937755268875,-2.8585941704915308,-2.8244082238617163,-2.836759798980615,-0.21450219892551045,-0.13507509735410225,-0.6746894915473356,-0.5389060394253152,-0.24461455599388715,-0.12627515495083616,-0.6167005418837049,-1.1905570510801249,-2.840582287206566,-2.72004517144002,-2.5533471305582136,0
-2.852115914711536,-2.8929875101422664,-2.856756216753834,-2.846287958631352,-0.3537222401241113,-0.13505911790432049,-0.6278084537937828,-0.5788105458205776,-0.30210042719816144,-0.16482373964541072,-0.5695912985929974,-1.3225320597594892,-2.84283991073393,-2.718918401337849,-2.548970462551382,1
-2.8006054058828527,-2.843310003836822,-2.8434370146450445,-2.844382707827591,-0.40264667297774087,0.8151950993648805,-0.053542937644382366,-0.15007929115746038,-0.29278832136031935,-0.19368799644923673,-0.6139587744345184,-0.7123670588344431,-2.842726872045876,-2.718448941180454,-2.548165220580323,0
-2.8044202925276105,-2.8280237354252913,-2.778738745405912,-2.796741909573905,-0.33779500635514187,-0.10324599435776062,-0.1016562095468914,-0.18069864363702495,-0.2887214255960561,-0.215917025856638,-0.6799481936877039,-0.3520278385507126,-2.843778156323584,-2.7165711005508815,-2.5434913206209626,0
-2.806327545067501,-2.826113429545855,-2.8091842397955133,-2.7986471603776657,-0.3012110833984028,-0.0716100288852362,-0.12318009702818489,-0.19697897617379687,-0.28682866354918235,-0.23329889347745497,-0.7017443604791154,-0.41537785905209823,-2.8438103110248596,-2.71675883766782,-2.543825947967681,0
-2.806327545067501,-2.8280237354252913,-2.771126658228857,-2.8005524111814264,-0.4015204548926774,-0.039973067577713864,-0.12294847200521165,-0.1969789761737974,-0.2846795411939899,-0.24674867104625847,-0.7219836582139977,-0.2244307248684459,-2.8439907549776935,-2.7160076544699763,-2.542188301322703,0
-2.8082372777797473,-2.843310003836822,-2.7863506422950595,-2.8024574714219943,-0.12998960485310848,-0.07165361584636314,-0.14062562047676297,-0.21570761998571986,-0.2843379460097241,-0.2574360586161601,-0.7204770776923397,-0.31069888632957665,-2.8439907549776935,-2.7160076544699763,-2.542188301322703,1
-2.7662637947804702,-2.801273529980321,-2.7692243500142477,-2.804365008984074,-0.33483414267989436,0.6557610477648642,0.2551462785181485,0.18986638613868312,-0.2398291916561228,-0.2565479881197188,-0.7953011240475953,0.24371965822695507,-2.8423152563213057,-2.7141298138403998,-2.540149579982511,0
-2.7681710473203607,-2.766882483155209,-2.738778665336739,-2.7624397725784773,-0.11713552629865975,-0.07156125721930223,0.1687767168080281,0.16857903937802957,-0.20680838922087724,-0.2488355453553145,-0.8850433507575532,0.5576460898295553,-2.84111223480611,-2.713003043738233,-2.539117299132686,1
-2.7529097836989274,-2.782166649809918,-2.729264269945075,-2.7624397725784773,-0.37887719626747174,0.2127180061909931,0.2584337232248715,0.3149992203166097,-0.16532925284205982,-0.2338700342211697,-0.9683754184167996,0.6811452731867031,-2.8450730020064254,-2.7144114242104105,-2.538033040679372,1
-2.7300145495732204,-2.745865488174171,-2.714040285878872,-2.749101111320219,-0.15556895696107492,0.3388269379989163,0.4029102384455324,0.5268018300439997,-0.10976551495007698,-0.21011546054071928,-0.9908216376094597,1.1773793890526487,-2.841634329491583,-2.7130969076020994,-2.5387955856154325,1
